hotel_code,hotel_name,address,phone,rating,description,card_price,overview_table_json,pets_json,parking_json,amenities_json,nearby_json,airport_json,is_pet_friendly,last_updated
HILTON-1-11,Home2 Suites by Hilton Taizhou Wenling,,+86 576 8637 1888,Rating: 4.9 out of 5.0,Find us in the Chengxi Economic Development Zone. Jiulonghui Wetland Park is under one kilometer away. Wenling Railway Station is within 15 minutes. The National Geopark of Mount Fang is less than 40 km and HYN Airport is 28 km. Enjoy rooms...,,"{""Check-in"": ""2:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""Yuan Renminbi"", ""Smoking"": ""A fee of up to 500 RMB will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, ¥1,000.00 refundable deposit, 30 kg maximum, Kindly reserve in advance. Each room will only have a pet fee of ￥200.00 per stay, for up to 2 cats or dogs. We can't wait to meet you!""}","{""Pets"": ""Pets allowed, ¥1,000.00 refundable deposit, 30 kg maximum, Kindly reserve in advance. Each room will only have a pet fee of ￥200.00 per stay, for up to 2 cats or dogs. We can't wait to meet you!""}","{""Parking"": ""Self parking - Complimentary""}","[""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Extended Stay"", ""In-Room Kitchen"", ""On-site restaurant"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Meeting rooms""]","[{""place"": ""Jiulong Lake National Wetland"", ""distance"": ""1 kilometer""}, {""place"": ""City Center"", ""distance"": ""4.10 kilometers""}, {""place"": ""Jinping Park"", ""distance"": ""4.70 kilometers""}, {""place"": ""National Geopark of Mount Fang"", ""distance"": ""20 kilometers""}, {""place"": ""Shitang National Tourist Resort"", ""distance"": ""35 kilometers""}]","[{""airport"": ""Huangyan, China"", ""distance"": ""22 kilometers"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Wenzhou, China"", ""distance"": ""97 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T08:33:34.767549
HILTON-1-12,Home2 Suites by Hilton Fuzhou Cangshan,,+86 591 2805 8666,,"Along one of the main roads of the Cangshan District, our hotel is close to shopping malls, restaurants, and metro stations. We are a 15-minute walk from Fujian Normal University and the bustling Student Street, and Gaogai Mountain scenic...",,"{""Check-in"": ""2:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""Yuan Renminbi"", ""Smoking"": ""A fee of up to 500 RMB will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, ¥1,000.00 refundable deposit, 15 kg maximum, Non-Refundable Service Fee: ¥500.00 for 1-5 nights or ¥700.00 for 5+ nights 2 Pet Max, Dog/Cat Only.""}","{""Pets"": ""Pets allowed, ¥1,000.00 refundable deposit, 15 kg maximum, Non-Refundable Service Fee: ¥500.00 for 1-5 nights or ¥700.00 for 5+ nights 2 Pet Max, Dog/Cat Only.""}","{""Parking"": ""Self parking - Complimentary""}","[""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Extended Stay"", ""In-Room Kitchen"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center"", ""Meeting rooms""]","[{""place"": ""City Center"", ""distance"": ""7 kilometers""}]","[{""airport"": ""Fuzhou, China"", ""distance"": ""47 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T08:33:45.951372
HILTON-1-13,DoubleTree by Hilton Cangnan,,+86 577 2686 6666,Rating: 5.0 out of 5.0,"We’re in the business district, less than a kilometer from Center Lake Park, shops, and restaurants. Yintal City Mall is a five-minute drive away, and Cangnan Railway Station is within 10 minutes. Yucangshan Scenic Area is 23 kilometers...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""Yuan Renminbi"", ""Smoking"": ""A fee of CNY 200 will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, ¥350.00 non-refundable fee, 35 kg maximum""}","{""Pets"": ""Pets allowed, ¥350.00 non-refundable fee, 35 kg maximum""}","{""Parking"": ""Self parking - Complimentary""}","[""Connecting Rooms"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Concierge"", ""On-site restaurant"", ""Indoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Room service"", ""Meeting rooms""]","[{""place"": ""City Center"", ""distance"": ""75 kilometers""}]","[{""airport"": ""Wenzhou, China"", ""distance"": ""78 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T08:33:56.051551
HILTON-1-14,Hilton Garden Inn Xiamen Bailuzhou Park,,+86 592 315 6666,Rating: 5.0 out of 5.0,"Located in the center of Xiamen Island, we’re adjacent to Bailuzhou Park and Yundang Lake. Xiamen Ferry Terminal and Zhongshan Road Walking Street – which connects multiple districts and neighborhoods, are four kilometers away. Xiamen Gaoqi...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""Yuan Renminbi"", ""Smoking"": ""A fee of up to 500 RMB will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Pets"": ""Pets allowed, ¥300.00 non-refundable fee, 30 kg maximum""}","{""Pets"": ""Pets allowed, ¥300.00 non-refundable fee, 30 kg maximum""}",{},"[""Connecting Rooms"", ""Non-smoking rooms"", ""Digital Key"", ""On-site restaurant"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs""]","[{""place"": ""City Center"", ""distance"": ""0.50 kilometers""}, {""place"": ""Gulang Islet"", ""distance"": ""4 kilometers""}, {""place"": ""Xiamen Botanical Garden"", ""distance"": ""4 kilometers""}, {""place"": ""Xiamen University"", ""distance"": ""4 kilometers""}, {""place"": ""Zhongshan Roan"", ""distance"": ""4 kilometers""}, {""place"": ""Nanputo Temple"", ""distance"": ""7 kilometers""}]","[{""airport"": ""Xiamen, China"", ""distance"": ""9 kilometers"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Jinjiang, China"", ""distance"": ""60 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T08:34:05.504166
HILTON-1-15,Hampton by Hilton Ningde Lithium Electricity Town,,+86 593 616 6999,,"We're located off G104 in the Jiaocheng District, with Ningde People's Hospital, several restaurants and shops within one kilometer. Ningde Child Amusement Park is less than three km, and the Ningde Railway Station is seven km away. Fuzhou...",,"{""Check-in"": ""2:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""Yuan Renminbi"", ""Smoking"": ""Guests smoking in designated non-smoking rooms will be guided to the smoking area. Those who fail to be dissuaded will be asked to leave the hotel."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed""}","{""Pets"": ""Pets allowed""}","{""Parking"": ""Self parking - Complimentary""}","[""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center"", ""Meeting rooms""]","[{""place"": ""Lithium Electricity Town"", ""distance"": ""0.50 kilometers""}, {""place"": ""City Center"", ""distance"": ""11 kilometers""}]","[{""airport"": ""Fuzhou, China"", ""distance"": ""117 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T08:34:14.665647
HILTON-1-16,Home2 Suites by Hilton Quanzhou Anxi,,+86 595 2636 7999,,"At the intersection of G355 and S308 in the Fortune Plaza business circle, find us surrounded by shops and entertainment. The Qingshuiyan Scenery Tourism Area is under a 30-minute drive from our hotel. Wufeng Mountain Ecological Tea Garden...",,"{""Check-in"": ""2:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""Yuan Renminbi"", ""Smoking"": ""A fee of up to 500 RMB will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, ¥1,000.00 refundable deposit, 30 kg maximum, Kindly reserve in advance. Each room will only have a pet fee ¥ 300.00 per room per stay, for up to 2 cats or dogs. We can’t wait to meet you!""}","{""Pets"": ""Pets allowed, ¥1,000.00 refundable deposit, 30 kg maximum, Kindly reserve in advance. Each room will only have a pet fee ¥ 300.00 per room per stay, for up to 2 cats or dogs. We can’t wait to meet you!""}","{""Parking"": ""Self parking - Complimentary""}","[""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Extended Stay"", ""In-Room Kitchen"", ""On-site restaurant"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center"", ""Meeting rooms""]","[{""place"": ""Anxi Fengshan Scenic Area"", ""distance"": ""3 kilometers""}, {""place"": ""Anxi Tea Garden"", ""distance"": ""3 kilometers""}, {""place"": ""City Center"", ""distance"": ""5 kilometers""}, {""place"": ""Anxi Qingshuiyan Scenic Spot"", ""distance"": ""10 kilometers""}, {""place"": ""Cyathea Valley Scenic Area"", ""distance"": ""25 kilometers""}]","[{""airport"": ""Xiamen, China"", ""distance"": ""60 kilometers"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Jinjiang, China"", ""distance"": ""70 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T08:34:25.617161
HILTON-1-18,DoubleTree by Hilton Hotel Ningbo - Chunxiao,,+86 574 2691 9999,Rating: 4.9 out of 5.0,"We're in Beilun’s Central Business District, adjacent to Central Park and surrounded by local shopping and dining. We're less than two kilometers from China Port Museum. Expect a warm DoubleTree cookie upon arrival, and enjoy our indoor...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""Yuan Renminbi"", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed""}","{""Pets"": ""Pets allowed""}","{""Parking"": ""Self parking - Complimentary""}","[""Free parking"", ""Free WiFi"", ""Concierge"", ""On-site restaurant"", ""Indoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Childcare"", ""Room service"", ""Meeting rooms""]","[{""place"": ""China Port Museum"", ""distance"": ""1.50 kilometers""}, {""place"": ""Yangsha Mountain"", ""distance"": ""2 kilometers""}, {""place"": ""JiuFeng Mountain"", ""distance"": ""10 kilometers""}, {""place"": ""Harborland Theme Park"", ""distance"": ""17 kilometers""}, {""place"": ""Dongqian Lake"", ""distance"": ""45 kilometers""}, {""place"": ""City Center"", ""distance"": ""55 kilometers""}]","[{""airport"": ""Ningbo, China"", ""distance"": ""65 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T08:34:41.755342
HILTON-1-19,Home2 Suites by Hilton Wenzhou Wencheng,,+86 577 5686 9999,,"We’re located in the picturesque city of Wenzhou, only two kilometers from Longqi Yuan Scenic Spot. Liu Bowen’s Hometown Scenic Area, Baizhang Waterfalls and Tongling Mountain National Forest are all within 20 kilometers. Enjoy our unique...",,"{""Check-in"": ""2:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""Yuan Renminbi"", ""Smoking"": ""A fee of up to 500 RMB will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, ¥1,000.00 refundable deposit, 30 kg maximum, Kindly reserve in advance. Each room will only have a pet fee of ￥200.00 per stay, for up to 2 cats or dogs. We can't wait to meet you!""}","{""Pets"": ""Pets allowed, ¥1,000.00 refundable deposit, 30 kg maximum, Kindly reserve in advance. Each room will only have a pet fee of ￥200.00 per stay, for up to 2 cats or dogs. We can't wait to meet you!""}","{""Parking"": ""Self parking - Complimentary""}","[""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Extended Stay"", ""In-Room Kitchen"", ""EV charging"", ""On-site restaurant"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center"", ""Meeting rooms""]","[{""place"": ""4A Longqi Yuan Scenic Area"", ""distance"": ""2 kilometers""}, {""place"": ""5A Baizhang Waterfalls"", ""distance"": ""15 kilometers""}, {""place"": ""4A Tongling Mountain Scenic Area"", ""distance"": ""20 kilometers""}, {""place"": ""5A Native Place of Liu Bowen"", ""distance"": ""20 kilometers""}, {""place"": ""City Center"", ""distance"": ""90 kilometers""}]","[{""airport"": ""Wenzhou, China"", ""distance"": ""90 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T08:34:51.556186
HILTON-1-20,Hilton Ningbo Dongqian Lake,,+86 574 2799 9999,Rating: 4.8 out of 5.0,"Set between Donqiang Lake and the slopes of Qingshan Mountain, our hillside escape features stunning views from every room. Our hotel offers a host of recreational activities, including badminton, snooker, and a dedicated playzone for kids...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""Yuan Renminbi"", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, ¥350.00 non-refundable fee, 35 kg maximum, limit 2 dogs/cats per room combined weight limit kg. Pets must be on leash or in carrier in public areas. Pets are not allowed in restaurant.""}","{""Pets"": ""Pets allowed, ¥350.00 non-refundable fee, 35 kg maximum, limit 2 dogs/cats per room combined weight limit kg. Pets must be on leash or in carrier in public areas. Pets are not allowed in restaurant.""}","{""Parking"": ""Self parking - Complimentary""}","[""Connecting Rooms"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Concierge"", ""Spa"", ""Resort"", ""EV charging"", ""Executive lounge"", ""On-site restaurant"", ""Indoor pool"", ""Outdoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Playground"", ""Room service"", ""Business center"", ""Meeting rooms""]","[{""place"": ""Small Putuo"", ""distance"": ""6 kilometers""}, {""place"": ""Youngor Zoo"", ""distance"": ""6 kilometers""}, {""place"": ""Taogong Island"", ""distance"": ""7 kilometers""}, {""place"": ""Dongqian Lake Water Theme Park"", ""distance"": ""10 kilometers""}, {""place"": ""Qi Xin International Golf Course"", ""distance"": ""12 kilometers""}, {""place"": ""Fuquan Mountain"", ""distance"": ""13 kilometers""}]","[{""airport"": ""Ningbo, China"", ""distance"": ""20 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T08:35:02.830523
HILTON-2-1,DoubleTree by Hilton Taizhou Shenxianju,"Taizhou, CN",+86 576 8771 8888,Rating: 4.0 out of 5.0,"Overlooking dramatic mountains, our hotel is less than five kilometers from Shenxianju Scenic Area. We’re also a few minutes from Lavender Theme Park and Jing Xingyan Scenic Area, with quick access to Zhuyong Expressway. Every room has...",¥475,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""Yuan Renminbi"", ""Smoking"": ""A fee of up to 250 USD will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, ¥350.00 non-refundable fee, 35 kg maximum, Pet bed, Food & water bowls""}","{""Pets"": ""Pets allowed, ¥350.00 non-refundable fee, 35 kg maximum, Pet bed, Food & water bowls""}","{""Parking"": ""Self parking - Complimentary""}","[""Connecting Rooms"", ""Free parking"", ""Non-smoking rooms"", ""Digital Key"", ""Concierge"", ""On-site restaurant"", ""Indoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Room service"", ""Meeting rooms""]","[{""place"": ""Shenxianju Scenic Area"", ""distance"": ""2 kilometers""}, {""place"": ""Ancient Town of Pantan"", ""distance"": ""8.70 kilometers""}, {""place"": ""Jing Xingyan Scenic Area"", ""distance"": ""11 kilometers""}, {""place"": ""City Center"", ""distance"": ""21 kilometers""}]","[{""airport"": ""Huangyan, China"", ""distance"": ""116 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T08:35:19.301427
HILTON-2-2,Home2 Suites by Hilton Ningbo Yinzhou,"Taizhou, CN",+86 574 8806 1999,,"Enjoy flexible room space and thoughtful home amenities in our pet-friendly hotel. We're close to universities and offer rich business resources. Indulge in diverse cultural experiences and entertainment options, with a variety of specialty...",¥475,"{""Check-in"": ""2:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""Yuan Renminbi"", ""Smoking"": ""A fee of up to 500 RMB will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, ¥1,000.00 refundable deposit, 30 kg maximum, Kindly reserve in advance. Each room will only have a pet fee ¥ 200.00 per room per stay, for up to 2 cats or dogs. We can’t wait to meet you!""}","{""Pets"": ""Pets allowed, ¥1,000.00 refundable deposit, 30 kg maximum, Kindly reserve in advance. Each room will only have a pet fee ¥ 200.00 per room per stay, for up to 2 cats or dogs. We can’t wait to meet you!""}","{""Parking"": ""Self parking - Complimentary""}","[""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Newly Built"", ""Extended Stay"", ""In-Room Kitchen"", ""On-site restaurant"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center"", ""Meeting rooms""]","[{""place"": ""Yinzhou Park"", ""distance"": ""1 kilometer""}, {""place"": ""Ningbo Museum"", ""distance"": ""1.60 kilometers""}, {""place"": ""City Center"", ""distance"": ""2 kilometers""}, {""place"": ""Romon U-park"", ""distance"": ""2.50 kilometers""}, {""place"": ""Dongqian Lake Scenic Spot"", ""distance"": ""13 kilometers""}]","[{""airport"": ""Ningbo, China"", ""distance"": ""9 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T08:35:29.305220
HILTON-2-3,"Elite Spring Villas, an SLH Hotel","Taizhou, CN",+86 595 2616 6666,Rating: 5.0 out of 5.0,"Elite Spring Villas, a Member of Small Luxury Hotels of the World, offers a serene retreat in southern China. The villas, inspired by Chinese heritage, are set amidst tranquil pools and tea terraces. Guests can enjoy spacious...",¥475,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""Yuan Renminbi"", ""Smoking"": ""Smoke free property."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, Pets allowed.""}","{""Pets"": ""Pets allowed, Pets allowed.""}","{""Parking"": ""Self parking - Complimentary""}","[""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Concierge"", ""Spa"", ""Luxury"", ""On-site restaurant"", ""Outdoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Room service""]","[{""place"": ""Tieguanyin Factary"", ""distance"": ""1 kilometer""}, {""place"": ""Hongenyan Scenic Area"", ""distance"": ""8 kilometers""}, {""place"": ""Bao Long City Square"", ""distance"": ""11 kilometers""}, {""place"": ""Anxi Wholesale Tea Market"", ""distance"": ""12 kilometers""}, {""place"": ""Qingshuiyan Temple"", ""distance"": ""12 kilometers""}, {""place"": ""Qingshuiyan Scenic Area"", ""distance"": ""13 kilometers""}]","[{""airport"": ""Xiamen, China"", ""distance"": ""64 kilometers"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Jinjiang, China"", ""distance"": ""91 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T08:35:39.081763
HILTON-2-4,Home2 Suites by Hilton Chaozhou,,+86 768 222 0000,,"Located in Fengxi Industrial Park, we’re five kilometers from Chihu Party Building Cultural Park and Huihai Shopping Mall. Jieyang Chaoshan Airport, Chaoshan Railway Station, and Chaozhou Old Town are within half an hour. Danfu Culture...",,"{""Check-in"": ""2:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""Yuan Renminbi"", ""Smoking"": ""A fee of up to 500 RMB will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, ¥1,000.00 refundable deposit, 30 kg maximum, Kindly reserve in advance. Each room will only have a pet fee ¥ 200.00 per room per stay, for up to 2 cats or dogs. We can’t wait to meet you!""}","{""Pets"": ""Pets allowed, ¥1,000.00 refundable deposit, 30 kg maximum, Kindly reserve in advance. Each room will only have a pet fee ¥ 200.00 per room per stay, for up to 2 cats or dogs. We can’t wait to meet you!""}","{""Parking"": ""Self parking - Complimentary""}","[""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Newly Built"", ""Extended Stay"", ""In-Room Kitchen"", ""On-site restaurant"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center"", ""Meeting rooms""]","[{""place"": ""Chaozhou Old Town"", ""distance"": ""9 kilometers""}, {""place"": ""City Center"", ""distance"": ""9 kilometers""}, {""place"": ""Paifang Street"", ""distance"": ""9 kilometers""}, {""place"": ""Peach Garden Tourist Area"", ""distance"": ""13.20 kilometers""}, {""place"": ""Guangji Bridge"", ""distance"": ""15.70 kilometers""}]","[{""airport"": ""Shantou, China"", ""distance"": ""12.90 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T08:35:50.348788
HILTON-2-5,Home2 Suites by Hilton Jieyang Puning,,+86 663 222 6666,,"We are located in the central business district of Puning, adjacent to Wan Tai Hui Shopping Center, Xinghe COCO City, Times Center, Caifu Building, and Herbal Medicine Market. Jieyang Chaoshan International Airport is an hour away, and...",,"{""Check-in"": ""2:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""Yuan Renminbi"", ""Smoking"": ""A fee of up to 500 RMB will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, ¥1,000.00 refundable deposit, 30 kg maximum, Kindly reserve in advance. Each room will only have a pet fee of ￥300.00 per stay, for up to 2 cats or dogs. We can't wait to meet you!""}","{""Pets"": ""Pets allowed, ¥1,000.00 refundable deposit, 30 kg maximum, Kindly reserve in advance. Each room will only have a pet fee of ￥300.00 per stay, for up to 2 cats or dogs. We can't wait to meet you!""}","{""Parking"": ""Self parking - Complimentary""}","[""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Extended Stay"", ""In-Room Kitchen"", ""On-site restaurant"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center"", ""Meeting rooms""]","[{""place"": ""Xinghe Coco City Shopping Mall"", ""distance"": ""1.60 kilometers""}, {""place"": ""City Center"", ""distance"": ""2 kilometers""}, {""place"": ""Baolong Temple"", ""distance"": ""7.40 kilometers""}, {""place"": ""Baier Qiutian Scenic Area"", ""distance"": ""11 kilometers""}, {""place"": ""De'anli Tourist Attraction"", ""distance"": ""15.90 kilometers""}]","[{""airport"": ""Shantou, China"", ""distance"": ""60 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T08:36:00.440250
HILTON-2-6,Home2 Suites by Hilton Ningbo Hangzhou Bay New Area,,+86 574 8235 8777,,"Start your destination story 21 floors up in our landmark tower with views that stretch for miles. Discover five cultural traditions and explore 60 km² of wetlands, then head back to relax in spacious suites with full kitchens, pet-friendly...",,"{""Check-in"": ""2:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""Yuan Renminbi"", ""Smoking"": ""A fee of up to 500 RMB will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, ¥1,000.00 refundable deposit, 30 kg maximum, Kindly reserve in advance. Each room will only have a pet fee 200.00 per room per stay, for up to 2 cats or dogs. We cant wait to meet you!""}","{""Pets"": ""Pets allowed, ¥1,000.00 refundable deposit, 30 kg maximum, Kindly reserve in advance. Each room will only have a pet fee 200.00 per room per stay, for up to 2 cats or dogs. We cant wait to meet you!""}","{""Parking"": ""Self parking - Complimentary""}","[""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Newly Built"", ""Extended Stay"", ""In-Room Kitchen"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center"", ""Meeting rooms""]","[{""place"": ""Hangzhou Bay Haipi Island"", ""distance"": ""1.60 kilometers""}, {""place"": ""Ningbo Fantawild Resort"", ""distance"": ""5.10 kilometers""}, {""place"": ""Hangzhou Bay National Wetland Park"", ""distance"": ""6.70 kilometers""}, {""place"": ""City Center"", ""distance"": ""90 kilometers""}]","[{""airport"": ""Ningbo, China"", ""distance"": ""83 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T08:36:10.697833
HILTON-2-7,Home2 Suites by Hilton Shanwei Lufeng,,+86 660 826 9999,,"You'll find us at the junction of Guangshan Highway North and Renmin North Road. We're adjacent to the National 4A Scenic Spot, Jieshi Xuanwu Mountain, and Golden Coast Jinxiangtan tourist areas. Each guest room and suite include a...",,"{""Check-in"": ""2:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""Yuan Renminbi"", ""Smoking"": ""A fee of up to 500 RMB will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, ¥1,000.00 refundable deposit, 30 kg maximum, Kindly reserve in advance. Each room will only have a pet fee of 200.00 per stay, for up to 2 cats or dogs. We can't wait to meet you!""}","{""Pets"": ""Pets allowed, ¥1,000.00 refundable deposit, 30 kg maximum, Kindly reserve in advance. Each room will only have a pet fee of 200.00 per stay, for up to 2 cats or dogs. We can't wait to meet you!""}","{""Parking"": ""Self parking - Complimentary""}","[""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Extended Stay"", ""In-Room Kitchen"", ""EV charging"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center"", ""Meeting rooms""]","[{""place"": ""City Center"", ""distance"": ""48 kilometers""}]","[{""airport"": ""Shenzhen International Airport"", ""distance"": ""220 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T08:36:21.170427
